gene_id	gene_name
gene16039	ACSL6
gene16041	LOC105379174
gene16042	IL3
gene16043	CSF2
gene16044	P4HA2-AS1
gene16046	MIR6830
MIR6830	MIR6830
gene16045	P4HA2
gene16047	PDLIM4
gene16048	SLC22A4
MIR3936	MIR3936
gene16050	MIR3936
gene16049	MIR3936HG
gene16051	SLC22A5
gene16053	LOC102723741
gene16052	C5orf56
gene16054	IRF1
gene16055	IL5
gene16056	RAD50
gene16057	TH2LCRR
gene16058	IL13
gene16060	LOC105379176
gene16059	IL4
gene16061	KIF3A
gene16062	CCNI2
gene16063	SEPT8
gene16064	SOWAHA
gene16066	LOC107984115
gene16065	SHROOM1
gene16069	GDF9
gene16070	UQCRQ
gene16071	LEAP2
gene16075	LOC105379177
gene16072	AFF4
gene16076	LOC402230
gene16078	LOC107986374
gene16077	ZCCHC10
gene16079	HSPA4
gene16080	LOC105379178
gene16083	CTB-49A3.2
gene16084	CTB-3M24.3
MIR1289-2	MIR1289-2
gene16085	MIR1289-2
gene16086	LOC101060035
gene16087	LOC105379179
gene16082	FSTL4
gene16088	WSPAR
gene16089	LOC105379182
gene16090	C5orf15
gene16091	LOC105379183
gene16092	VDAC1
gene16094	LOC101060024
gene16093	LOC105379185
gene16095	TCF7
gene16096	SKP1
MIR3661	MIR3661
gene16098	MIR3661
gene16097	PPP2CA
gene16100	RPS13P6
gene16099	CDKL3
gene16101	UBE2B
gene16102	CDKN2AIPNL
gene16104	LOC102546229
gene16105	LOC107986450
gene16107	LINC01843
gene16110	LOC107986451
gene16109	JADE2
gene16111	SAR1B
gene16112	RNU6-1311P
gene16113	SEC24A
gene16116	CAMLG
gene16118	RPL34P13
gene16117	DDX46
gene16119	C5orf24
gene16120	TXNDC15
MIR4461	MIR4461
gene16126	MIR4461
gene16121	PCBD2
gene16128	CATSPER3
gene16129	LOC107986452
gene16130	PITX1
gene16132	C5orf66-AS1
gene16133	LOC105379188
gene16134	C5orf66-AS2
gene16131	C5orf66
gene16135	H2AFY
gene16136	DCANP1
gene16137	TIFAB
gene16138	NEUROG1
gene16139	CXCL14
gene16141	LINC01959
MIR5692C1	MIR5692C1
gene16142	MIR5692C1
gene16143	LOC107986453
gene16140	SLC25A48
gene16144	IL9
gene16145	FBXL21
gene16146	LECT2
gene16147	LOC105379189
gene16148	TGFBI
gene16149	VTRNA2-1
gene16150	SMAD5-AS1
gene16151	SMAD5
gene16152	SMIM32
gene16154	TRPC7-AS2
gene16153	TRPC7
gene16155	HSPD1P18
gene16156	HNRNPA1P13
gene16157	CTB-1I21.1
gene16161	LOC105379192
gene16160	SPOCK1
gene16163	MIR874
MIR874	MIR874
gene16162	KLHL3
gene16164	HNRNPA0
gene16165	LOC107986369
gene16166	NPY6R
gene16167	LOC107986368
gene16169	MYOT
gene16168	LOC101928005
gene16170	PKD2L2
gene16172	LOC100130172
gene16171	FAM13B
gene16174	WNT8A
gene16177	RNU6-888P
gene16175	NME5
gene16178	BRD8
gene16179	KIF20A
gene16180	CDC23
gene16181	GFRA3
gene16184	LOC100128966
gene16183	CDC25C
gene16185	FAM53C
gene16186	KDM3B
gene16187	REEP2
gene16188	EGR1
gene16189	RPL7P19
gene16190	ETF1
gene16192	SNORD63B
gene16193	SNORD63
gene16191	HSPA9
gene16194	LOC105379193
gene16196	LOC105379194
gene16198	LRRTM2
gene16197	CTNNA1
gene16200	LOC105379195
gene16202	RPL12P21
gene16199	SIL1
gene16206	SNORA74D
gene16207	SNORA74A
gene16205	SNHG4
gene16204	MATR3
gene16210	PAIP2
gene16211	SLC23A1
gene16212	MZB1
gene16213	PROB1
gene16214	SPATA24
gene16215	DNAJC18
gene16217	ECSCR
gene16218	SMIM33
gene16219	TMEM173
gene16220	LOC101059986
gene16221	NCOA4P4
gene16222	UBE2D2
gene16224	CXXC5-AS1
gene16223	CXXC5
gene16227	PSD2-AS1
gene16225	PSD2
gene16228	NRG2
gene16229	MALINC1
gene16230	PURA
gene16231	IGIP
gene16232	LOC101929719
gene16233	CYSTM1
gene16234	PFDN1
gene16235	HBEGF
gene16236	SLC4A9
gene16239	ANKHD1
gene16240	EIF4EBP3
gene16238	ANKHD1-EIF4EBP3
gene16241	SRA1
gene16243	MIR6831
MIR6831	MIR6831
gene16242	APBB3
gene16244	SLC35A4
gene16246	HAUS1P1
gene16245	LOC112267855
gene16249	CD14
gene16247	TMCO6
gene16250	NDUFA2
MIR3655	MIR3655
gene16252	MIR3655
gene16251	IK
gene16254	DND1
gene16253	WDR55
gene16255	HARS
gene16256	HARS2
gene16257	ZMAT2
gene16258	VTRNA1-1
gene16260	VTRNA1-2
gene16261	VTRNA1-3
gene16259	LOC105378198
gene16275	LOC112267934
gene16281	PCDHACT
gene16276	PCDHA11
gene16268	PCDHA5
gene16269	PCDHA6
gene16270	PCDHA7
gene16264	PCDHA1
gene16277	PCDHA12
gene16266	PCDHA3
gene16272	PCDHA9
gene16278	PCDHA13
gene16265	PCDHA2
gene16280	PCDHAC2
gene16279	PCDHAC1
gene16271	PCDHA8
gene16267	PCDHA4
gene16273	PCDHA10
gene16283	PCDHB1
gene16282	LOC101926905
gene16285	PCDHB2
gene16286	PCDHB3
gene16287	PCDHB4
gene16288	PCDHB5
gene16289	PCDHB6
gene16290	PCDHB17P
gene16291	PCDHB7
gene16292	PCDHB8
gene16293	PCDHB16
gene16294	PCDHB9
gene16295	PCDHB10
gene16296	PCDHB11
gene16297	PCDHB12
gene16298	PCDHB13
gene16299	PCDHB14
gene16300	PCDHB18P
gene16301	PCDHB19P
gene16302	PCDHB15
gene16304	LOC105378199
gene16305	SLC25A2
gene16306	TAF7
gene16326	PCDHGB8P
gene16329	PCDHGC3
gene16308	PCDHGA1
gene16319	PCDHGA8
gene16312	PCDHGA4
gene16313	PCDHGB2
gene16309	PCDHGA2
gene16310	PCDHGA3
gene16317	PCDHGA7
gene16327	PCDHGA12
gene16325	PCDHGA11
gene16320	PCDHGB5
gene16314	PCDHGA5
gene16323	PCDHGA10
gene16315	PCDHGB3
gene16322	PCDHGB6
gene16332	PCDHGC5
gene16316	PCDHGA6
gene16311	PCDHGB1
gene16321	PCDHGA9
gene16318	PCDHGB4
gene16331	PCDHGC4
gene16324	PCDHGB7
gene16334	LOC100505658
gene16333	DIAPH1
gene16336	HDAC3
gene16337	RELL2
gene16338	FCHSD1
gene16339	ARAP3
gene16340	LOC107986454
gene16341	PCDH1
gene16342	LOC729080
gene16343	DELE1
gene16344	PCDH12
gene16345	RNF14
gene16346	GNPDA1
gene16347	MRPL11P2
gene16348	LOC105378204
gene16349	NDFIP1
gene16350	LOC107986455
gene16352	SPRY4-IT1
gene16351	SPRY4
gene16353	SPRY4-AS1
gene16355	FGF1
gene16356	LINC01844
gene16358	ARHGAP26-AS1
gene16359	LOC107986457
gene16360	ARHGAP26-IT1
gene16357	ARHGAP26
gene16361	NR3C1
gene16363	LOC105378208
gene16365	LOC105378209
gene16366	LOC105378210
gene16367	MIR5197
MIR5197	MIR5197
gene16368	LOC100420513
gene16369	HMHB1
gene16370	RN7SL87P
gene16371	YIPF5
gene16373	CKS1BP5
gene16372	KCTD16
gene16374	LOC100128121
gene16375	RN7SKP246
gene16377	ASS1P10
gene16378	LOC105378211
gene16379	PRELID2
gene16381	GRXCR2
gene16384	LOC100431175
gene16385	LOC107986459
gene16382	LOC107986458
gene16383	SH3RF2
gene16386	PLAC8L1
gene16389	RPL35AP17
gene16387	LARS
gene16390	RBM27
gene16392	POU4F3
gene16393	LOC105378213
gene16394	TCERG1
gene16395	GPR151
gene16396	CTB-99A3.1
gene16400	KRT8P48
gene16401	LOC107986461
gene16403	PPP2R2B-IT1
gene16402	LOC105378214
gene16398	PPP2R2B
gene16404	STK32A-AS1
gene16405	STK32A
gene16406	DPYSL3
gene16407	JAKMIP2-AS1
gene16409	LOC101927012
gene16410	LOC105378218
gene16408	JAKMIP2
gene16411	SPINK1
gene16414	SCGB3A2
gene16412	C5orf46
gene16416	SPINK5
gene16417	SPINK14
gene16418	SPINK6
gene16420	MARCOL
gene16422	SPINK13
gene16424	SPINK7
gene16425	SPINK9
gene16421	LOC102546294
gene16426	FBXO38
gene16429	LOC107986462
gene16430	LOC105378221
gene16428	HTR4
gene16431	ADRB2
gene16433	RNU6-732P
gene16434	MIR584
MIR584	MIR584
gene16432	SH3TC2
gene16435	SH3TC2-DT
gene16437	ABLIM3
gene16438	AFAP1L1
gene16439	GRPEL2
gene16440	GRPEL2-AS1
gene16441	PCYOX1L
gene16443	LOC101927046
gene16442	IL17B
gene16445	MIR143
MIR143	MIR143
gene16446	MIR145
MIR145	MIR145
gene16444	CARMN
gene16448	RPL29P14
gene16447	CSNK1A1
gene16449	ARHGEF37
gene16451	LOC105378224
gene16454	MIR378A
MIR378A	MIR378A
gene16453	PPARGC1B
gene16456	LOC644762
gene16455	PDE6A
gene16457	SLC26A2
gene16458	TIGD6
gene16459	HMGXB3
gene16462	RPL7P1
gene16461	CSF1R
gene16463	PDGFRB
gene16464	CDX1
gene16465	SLC6A7
gene16466	CAMK2A
gene16467	ARSI
gene16468	LOC105378225
gene16469	LOC105378226
gene16470	TCOF1
gene16471	CD74
gene16472	RPS14
gene16473	NDST1-AS1
gene16474	NDST1
gene16475	SYNPO
gene16476	MYOZ3
gene16477	RBM22
gene16478	DCTN4
gene16479	SMIM3
gene16480	IRGM
gene16481	ZNF300
gene16482	ZNF300P1
gene16484	LOC105378228
gene16485	GPX3
gene16486	TNIP1
gene16487	ANXA6
gene16488	LOC107986463
gene16489	CCDC69
gene16490	LOC105378230
gene16491	GM2A
gene16492	SLC36A3
gene16493	SLC36A2
gene16496	LOC100420127
gene16497	LOC100419720
gene16495	LOC105378234
gene16501	MIR6499
MIR6499	MIR6499
gene16498	SLC36A1
gene16500	FAT2
gene16502	LOC105378231
gene16503	SPARC
gene16504	CLMAT3
gene16507	LOC105378235
gene16506	ATOX1
gene16508	RPLP1P6
gene16509	LOC100652758
gene16510	G3BP1
gene16512	GLULP1
gene16513	LOC112267935
gene16511	GLRA1
gene16516	LINC01933
gene16517	LOC105378236
gene16518	LOC105378237
gene16519	NMUR2
gene16522	LINC01470
gene16523	GRIA1
gene16525	LINC01861
gene16526	LOC107986464
gene16527	LOC107983980
gene16528	FAM114A2
gene16529	MFAP3
gene16531	LOC107986465
MIR1294	MIR1294
gene16533	MIR1294
gene16530	GALNT10
gene16535	SAP30L-AS1
gene16536	SAP30L
gene16537	HAND1
gene16540	CIR1P1
MIR3141	MIR3141
gene16541	MIR3141
MIR1303	MIR1303
gene16543	MIR1303
gene16544	RN7SL803P
gene16545	RPL21P57
gene16546	LOC112267936
gene16542	LARP1
MIR378H	MIR378H
gene16548	MIR378H
gene16547	FAXDC2
gene16549	CNOT8
gene16550	GEMIN5
gene16551	MRPL22
gene16553	KIF4B
gene16554	LOC100131520
gene16555	LOC105378239
gene16556	LOC100130088
gene16557	PPIGP1
gene16559	RNA5SP199
gene16560	LOC105377673
gene16558	SGCD
gene16562	PPP1R2B
gene16564	APOOP1
gene16563	TIMD4
gene16565	HAVCR1
gene16566	HAVCR2
gene16567	MED7
gene16568	FAM71B
gene16569	ITK
gene16571	FNDC9
gene16570	CYFIP2
gene16573	RPL26P18
gene16572	LOC102724404
gene16574	NIPAL4
gene16575	ADAM19
gene16578	LOC105377675
gene16577	SOX30
gene16579	C5orf52
gene16580	SOX30P1
gene16581	LOC105377676
gene16582	THG1L
gene16583	LSM11
gene16584	CLINT1
gene16586	RPLP2P2
gene16587	RNU2-48P
gene16589	LOC345471
gene16590	LOC107986466
gene16591	LOC105377677
gene16594	LOC105377678
gene16595	LOC105377680
gene16596	LINC02227
gene16597	EBF1
gene16599	LOC107986467
gene16598	LINC02202
gene16600	RNF145
gene16601	LOC107986468
gene16602	LINC01932
gene16603	UBLCP1
gene16604	LOC105377683
gene16607	LOC107986469
gene16605	IL12B
gene16608	LOC285626
gene16609	LINC01845
gene16610	LOC105377685
gene16611	LOC105377684
gene16612	LOC105377687
gene16613	LOC105377688
gene16614	LINC01847
gene16615	LOC105377689
gene16617	LOC101927790
gene16618	GAPDHP40
gene16616	ADRA1B
gene16619	TTC1
gene16620	PWWP2A
gene16622	LOC105377690
gene16621	FABP6
gene16625	LOC105377691
gene16626	SNRPEP1
gene16623	CCNJL
gene16627	C1QTNF2
gene16628	ZBED8
gene16629	SLU7
gene16630	PTTG1
MIR3142	MIR3142
gene16632	MIR3142
gene16633	MIR146A
MIR146A	MIR146A
gene16631	MIR3142HG
gene16634	ATP10B
gene16635	LINC02159
gene16636	LOC105377693
gene16638	LOC105377694
gene16637	GABRB2
gene16639	GABRA6
gene16640	GLRXP3
gene16641	LOC105377696
gene16642	GABRA1
gene16643	LINC01202
gene16644	GABRG2
gene16645	RNU6-164P
gene16646	LOC105377697
gene16647	LOC105377698
gene16649	LOC105377699
gene16651	LOC105377700
gene16652	CCNG1
gene16653	NUDCD2
gene16654	HMMR
gene16655	HMMR-AS1
gene16656	MAT2B
gene16657	LOC102724458
gene16662	LINC02143
gene16663	LOC102546299
gene16664	RPS15P6
gene16661	LOC105377703
gene16666	LOC105377702
gene16667	LINC01938
gene16670	RPL21P59
gene16671	RPL7P20
gene16672	LOC107986370
gene16673	LOC105377705
gene16674	RPLP0P9
gene16675	LOC105377706
gene16676	LINC01947
gene16678	LOC101927908
gene16679	LOC105377709
gene16680	CTB-178M22.2
gene16677	TENM2
gene16681	WWC1
gene16682	RARS
gene16683	FBLL1
gene16684	SLC2A3P1
MIR103A1	MIR103A1
gene16686	MIR103A1
MIR103B1	MIR103B1
gene16687	MIR103B1
gene16685	PANK3
gene16688	RPL10P9
gene16690	LOC101927969
gene16691	MIR218-2
MIR218-2	MIR218-2
gene16692	LOC107986470
gene16693	LOC105377713
gene16694	LOC107986472
gene16695	LOC728095
gene16696	LOC105377712
gene16697	MIR585
MIR585	MIR585
gene16689	SLIT3
gene16699	LOC105377715
gene16698	LOC105377714
gene16701	SPDL1
gene16703	FAM196B
MIR378E	MIR378E
gene16704	MIR378E
gene16702	DOCK2
gene16705	FOXI1
gene16706	KRT18P41
gene16707	LINC01187
gene16708	C5orf58
gene16709	LCP2
gene16710	LOC100128059
gene16711	LINC01366
gene16713	KCNMB1
gene16714	CTD-2270F17.1
gene16715	LOC105377716
gene16712	KCNIP1
gene16716	LOC107986473
gene16717	LOC107986474
gene16718	LOC107986475
gene16719	GABRP
gene16723	LOC100419059
gene16722	LOC100240749
gene16724	USP12P1
gene16720	RANBP17
gene16725	TLX3
gene16726	RPL19P10
gene16729	SNORA70J
gene16730	RPL10P8
gene16731	MIR3912
MIR3912	MIR3912
gene16732	NPM1
gene16733	FGF18
gene16734	LOC105377721
gene16735	LOC105377720
gene16737	LOC107986392
gene16736	LOC105377722
gene16738	LOC105377724
gene16739	LOC105377723
gene16740	SMIM23
gene16741	LOC105377725
gene16742	LOC107986476
gene16743	FBXW11
gene16745	LOC107986477
gene16744	STK10
gene16746	EFCAB9
gene16748	KLF3P1
gene16747	UBTD2
gene16749	LOC100288254
gene16750	SH3PXD2B
gene16752	LOC107984004
gene16751	LOC105377727
gene16753	LINC01944
gene16754	LOC105377729
gene16755	LOC107986478
gene16757	LOC100130394
gene16758	MIR5003
MIR5003	MIR5003
gene16756	NEURL1B
gene16759	LOC107986479
gene16760	LOC101928093
gene16761	LOC401218
gene16762	DUSP1
gene16763	LOC105377730
gene16764	ERGIC1
gene16766	LOC100268168
gene16765	RPL26L1
gene16767	LOC285591
gene16769	SNORA74B
gene16768	ATP6V0E1
gene16771	CDC42P5
gene16770	CREBRF
gene16772	BNIP1
gene16773	RPL7AP33
gene16774	NKX2-5
gene16775	LOC105377731
gene16777	STC2
MIR8056	MIR8056
gene16778	MIR8056
gene16780	LOC105377732
gene16781	LOC105377733
gene16782	LOC285593
gene16783	LOC105377735
gene16784	BOD1
gene16785	LINC01863
gene16786	LINC01942
gene16788	LOC107984118
gene16787	LINC01484
gene16790	LINC01485
gene16789	LOC107986482
gene16791	CPEB4
gene16792	C5orf47
gene16795	LOC102724551
gene16794	NSG2
gene16797	LOC107986483
gene16798	LOC724105
gene16799	GAPDHP71
gene16796	LINC01411
gene16800	LOC105377739
gene16802	LOC105377740
gene16803	HIGD1AP3
gene16804	LOC105377741
gene16805	MSX2
MIR4634	MIR4634
gene16806	MIR4634
gene16807	LOC105377742
gene16808	LINC01951
gene16810	LOC107986484
gene16812	DRD1
gene16813	SFXN1
gene16814	RN7SKP148
gene16816	LOC105377743
gene16815	HRH2
gene16819	LOC105377744
gene16818	CPLX2
gene16820	LOC107986485
gene16822	LOC107986486
gene16823	LOC105377745
gene16821	THOC3
gene16825	LOC105377746
gene16826	LOC100996385
gene16827	FAM153B
gene16828	LOC100507387
gene16831	LOC643201
gene16829	LOC107986487
gene16833	BRCC3P1
gene16832	SIMC1
gene16834	KIAA1191
gene16836	MIR1271
MIR1271	MIR1271
gene16837	NOP16
gene16838	HIGD2A
gene16835	ARL10
gene16839	CLTB
gene16840	FAF2
gene16842	LOC112267951
gene16841	RNF44
gene16843	CDHR2
gene16845	GPRIN1
MIR4281	MIR4281
gene16847	MIR4281
gene16846	SNCB
gene16848	EIF4E1B
gene16849	TSPAN17
gene16850	LINC01574
gene16851	UNC5A
gene16852	HK3
gene16853	UIMC1
gene16854	ZNF346
gene16855	FGFR4
gene16857	RPL21P60
gene16858	PRMT1P1
gene16856	NSD1
gene16859	RAB24
gene16860	PRELID1
gene16861	MXD3
gene16862	LMAN2
gene16864	RGS14
gene16866	PFN3
gene16867	F12
gene16865	SLC34A1
gene16868	GRK6
gene16869	PRR7-AS1
gene16870	PRR7
gene16871	DBN1
gene16872	PDLIM7
gene16873	DOK3
gene16874	DDX41
gene16876	LOC107986488
gene16875	FAM193B
gene16877	LOC105377750
gene16878	TMED9
gene16879	B4GALT7
gene16880	LOC202181
gene16881	LOC107986489
gene16882	FAM153A
gene16884	LOC105377752
gene16886	LOC107986491
gene16888	LOC105377753
gene16885	LOC107986490
gene16889	LOC728554
gene16890	LOC100128340
gene16891	SUDS3P1
gene16892	PROP1
gene16895	LOC107986492
gene16896	RPL19P9
gene16894	FAM153C
gene16897	LOC105377754
gene16898	N4BP3
gene16899	RMND5B
gene16900	NHP2
gene16901	LOC645853
gene16902	GMCL2
gene16903	HNRNPAB
gene16904	PHYKPL
gene16905	LOC112267937
gene16907	MRPL50P3
gene16908	LOC105377757
gene16910	LOC105377756
gene16906	COL23A1
gene16911	CLK4
gene16914	LOC102724657
gene16915	ZNF354A
gene16916	AACSP1
gene16919	LOC107986493
gene16920	RNU1-39P
gene16918	ZNF354B
gene16922	LOC100422593
gene16923	PIGFP1
gene16921	ZFP2
gene16924	ZNF454
gene16925	GRM6
gene16927	ZNF879
gene16928	ZNF354C
gene16929	ADAMTS2
gene16930	LOC105377759
gene16931	LOC107986494
gene16932	LOC105377761
gene16933	LOC100128622
gene16934	LOC100289470
gene16935	LOC105377762
gene16937	PRDX2P3
gene16938	LOC101928445
gene16936	RUFY1
gene16939	HNRNPH1
gene16940	C5orf60
gene16941	LOC100502572
gene16942	LOC105377763
gene16943	CBY3
gene16945	HMGB3P22
gene16944	CANX
gene16946	MAML1
gene16947	LOC100884169
gene16948	LTC4S
gene16950	MIR1229
MIR1229.chr5	MIR1229
gene16949	MGAT4B
gene16951	SQSTM1
gene16953	RN7SKP150
gene16952	MRNIP
gene16954	LOC100996419
gene16955	TBC1D9B
gene16957	RPS15AP18
gene16958	LOC101060066
gene16959	MIR340
MIR340	MIR340
gene16956	RNF130
gene16960	LOC646058
gene16961	RASGEF1C
gene16962	RPS8P7
gene16963	MAPK9
gene16965	GFPT2
gene16967	LOC102725231
gene16968	CNOT6
gene16970	SCGB3A1
gene16971	FLT4
gene16973	LINC02222
gene16976	OR2Y1
gene16977	MGAT1
gene16978	LOC105377766
gene16979	HEIH
gene16980	LINC00847
gene16981	ZFP62
gene16983	RPS29P12
gene16982	BTNL8
gene16984	LOC100128762
gene16985	LOC100419853
gene16986	LOC646227
gene16987	BTNL3
MIR8089	MIR8089
gene16990	MIR8089
gene16989	BTNL9
gene16992	TRV-CAC1-2
gene16993	TRL-AAG1-1
gene16995	TRL-AAG1-2
gene16996	TRV-CAC1-3
gene16997	LOC729707
gene16998	OR2V1
gene16999	OR2V2
gene17000	TRV-AAC1-2
gene17002	TRV-AAC1-3
gene17003	TRV-CAC1-4
gene17004	TRL-AAG1-3
gene17005	TRL-AAG2-1
gene17006	TRV-AAC2-1
gene17007	TRP-TGG3-1
gene17009	TRT-TGT6-1
gene17008	LINC01962
gene17010	LOC105377769
gene17012	LOC107986496
gene17013	TRA-TGC3-1
gene17014	TRK-CTT2-2
gene17011	TRIM7
gene17015	TRV-AAC1-4
gene17016	TRK-CTT2-3
gene17017	TRV-CAC1-5
gene17018	MIR4638
MIR4638	MIR4638
gene17019	TRIM41
gene17021	SNORD96A
gene17022	SNORD95
gene17020	RACK1
gene17023	CTC-338M12.4
gene17024	TRIM52
gene17025	TRIM52-AS1
gene17028	LOC107986495
gene17026	LOC105377771
gene17029	LOC100132062
gene17030	CICP15
gene17031	SEPT14P5
gene17032	OR4F3
gene17036	OR4F1P
gene17037	LOC107986552
gene17038	SEPT14P6
gene17040	CICP18
gene17039	LINC00266-3
gene17041	LOC105374869
gene17042	LOC285766
gene17043	LOC105374870
gene17045	LOC107986553
gene17044	LOC102723922
gene17046	DUSP22
gene17047	IRF4
gene17048	LOC105374875
gene17050	HUS1B
gene17049	EXOC2
gene17052	LOC105374873
gene17053	LOC101927691
gene17054	LOC101927353
gene17055	LINC01622
gene17056	LOC105374879
gene17057	LOC107986554
gene17058	FOXQ1
gene17059	LINC01394
gene17060	LOC112267978
gene17061	LOC105374880
gene17063	MIR6720
MIR6720	MIR6720
gene17062	FOXF2
gene17065	LOC105374883
gene17067	ELF2P2
gene17068	LOC105374882
gene17064	LOC102723944
gene17069	LOC107986555
gene17070	FOXCUT
gene17071	FOXC1
gene17073	LOC107986514
gene17074	LOC107986513
gene17075	LOC107986512
gene17072	GMDS
gene17077	HMGN2P28
gene17076	GMDS-AS1
gene17078	LINC01600
gene17079	LINC02521
gene17080	MYLK4
gene17081	WRNIP1
gene17082	SERPINB1
MIR4645	MIR4645
gene17083	MIR4645
gene17084	SERPINB9P1
gene17085	LOC101927730
gene17086	SERPINB9
gene17087	LOC105374887
gene17088	SERPINB6
gene17089	LINC01011
gene17090	LOC105374888
gene17091	NQO2
gene17092	HTATSF1P2
gene17093	LOC101927759
gene17094	FAM136BP
gene17096	RIPK1
gene17098	LOC107986556
gene17099	BPHL
gene17100	TUBB2A
gene17101	LOC105374889
gene17102	TUBB2BP1
gene17103	LINC02525
gene17104	TUBB2B
gene17105	LOC100422781
gene17106	PSMG4
gene17108	LOC105374890
gene17107	SLC22A23
gene17109	LOC643327
gene17110	LOC100507336
gene17112	PXDC1
gene17114	LOC107986557
gene17113	FAM50B
gene17115	LOC105374893
gene17116	LOC107986558
gene17117	RPS25P7
gene17118	TDGF1P4
gene17119	GLRX3P2
gene17120	PRPF4B
gene17121	FAM217A
gene17122	C6orf201
gene17123	ECI2
gene17125	LOC107986559
gene17124	LOC100507506
gene17127	LOC100129052
gene17126	LOC102724096
gene17128	LOC101927888
gene17129	LOC107986560
gene17131	LOC107986561
gene17133	LINC02533
gene17132	LOC105374894
gene17134	KU-MEL-3
gene17135	PSMC1P11
gene17137	LOC101927913
gene17138	LOC105374897
gene17136	CDYL
gene17139	RPS18P8
gene17140	RPP40
gene17143	LOC442155
gene17144	PPP1R3G
gene17145	MIR3691
MIR3691	MIR3691
gene17141	LYRM4-AS1
gene17142	LYRM4
gene17147	LOC101927972
gene17148	HNRNPA1P37
gene17150	LOC107986515
gene17149	LOC101927950
gene17146	FARS2
gene17151	RPL34P16
gene17153	LOC107986516
gene17155	PKMP5
gene17152	LOC105374898
gene17156	NRN1
MIR5683	MIR5683
gene17159	MIR5683
MIR7853	MIR7853
gene17158	MIR7853
gene17157	F13A1
gene17162	CNN3P1
gene17160	LY86-AS1
gene17163	LY86
gene17165	LOC101928047
gene17166	LOC105374901
gene17167	BTF3P7
gene17164	LOC101928004
gene17168	LOC105374903
gene17169	LOC105374902
gene17171	LOC105374904
gene17172	RREB1
gene17173	SSR1
gene17175	RPS3P4
gene17176	LOC100422646
gene17174	CAGE1
gene17177	RIOK1
gene17178	LOC102724234
gene17179	HNRNPLP1
gene17180	RPS26P29
gene17181	LOC644051
gene17182	LOC101928076
gene17183	DSP
gene17184	SNRNP48
gene17186	LOC105374906
gene17188	LOC105374907
gene17187	BMP6
gene17190	TXNDC5
gene17191	PIP5K1P1
gene17189	BLOC1S5-TXNDC5
gene17193	BLOC1S5
gene17195	SCARNA27
gene17192	EEF1E1-BLOC1S5
gene17194	EEF1E1
gene17196	LOC105374910
gene17197	LOC105374911
gene17198	LOC105374912
gene17199	SLC35B3
gene17201	HULC
gene17200	LOC100506207
gene17202	LOC112267952
gene17203	LOC105374913
gene17204	LOC105374914
gene17205	LOC107986562
gene17206	LOC112267894
gene17207	LOC112267856
gene17209	LOC105374919
gene17210	RPL7AP36
gene17211	LOC105374918
gene17208	OFCC1
gene17212	RPL21P62
gene17214	LOC105374920
gene17215	LOC105374921
gene17216	LOC442161
gene17218	TFAP2A-AS2
gene17219	TFAP2A-AS1
gene17217	TFAP2A
gene17220	LOC107986564
gene17221	LINC00518
MIR5689	MIR5689
gene17223	MIR5689
gene17222	MIR5689HG
gene17224	MRPL48P1
gene17225	LINC02522
gene17226	LOC101928146
gene17229	RPL21P63
gene17228	GCNT2
gene17231	LOC105374924
gene17233	LOC105374923
gene17232	C6orf52
gene17234	PAK1IP1
gene17235	TMEM14C
gene17236	TMEM14B
gene17238	MAK
gene17239	GCM2
gene17241	LOC101928191
gene17240	SYCP2L
gene17242	ELOVL2
gene17244	ELOVL2-AS1
gene17246	ERVFRD-1
gene17245	SMIM13
gene17248	LOC105374925
gene17249	LOC112267953
gene17247	NEDD9
gene17250	LOC105374927
gene17252	LOC105374929
gene17251	LOC105374928
gene17255	TMEM170B
gene17256	LOC340184
gene17258	LOC107986566
gene17259	LOC107986569
gene17257	ADTRP
gene17260	LOC107986567
gene17261	AMD1P4
gene17262	LOC102724379
gene17263	LOC107986570
gene17264	LOC101928253
gene17265	HIVEP1
gene17266	EDN1
gene17268	LOC105374931
gene17270	RPL15P3
gene17271	LINC02530
gene17272	LOC107984015
gene17274	LOC105374935
gene17275	LOC105374934
gene17277	LOC105374933
gene17273	PHACTR1
gene17279	LOC100130357
gene17280	TBC1D7
gene17278	TBC1D7-LOC100130357
gene17281	LOC105374936
gene17282	GFOD1
gene17283	RPS4XP7
gene17284	RN7SKP204
gene17285	LOC105374937
gene17287	LOC105374938
gene17286	SIRT5
gene17288	NOL7
gene17289	RANBP9
gene17290	MCUR1
gene17291	LOC107986571
gene17293	MRPL35P1
gene17292	RNF182
gene17294	LOC105374939
gene17295	CD83
gene17297	LOC105374940
gene17298	LINC01108
gene17299	LOC105374943
gene17300	LOC105374942
gene17301	LOC101928331
gene17304	LOC102724463
gene17302	LOC101928354
gene17305	LOC107986572
gene17306	LOC105374944
gene17307	LOC105374945
gene17310	LOC105374946
gene17312	JARID2-AS1
gene17311	JARID2
gene17316	LOC105374947
gene17315	DTNBP1
gene17317	LOC102724520
gene17318	LOC105374948
gene17319	ARPC3P5
gene17320	LOC105374949
gene17321	LINC02543
gene17324	MIR4639
MIR4639	MIR4639
gene17323	MYLIP
gene17326	LOC107986517
gene17329	GMPR
gene17330	ATXN1
gene17331	LOC101928433
gene17332	LOC107986573
gene17333	LOC105374951
gene17334	LOC101928463
gene17335	STMND1
gene17336	RBM24
gene17339	LOC101928491
